loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy,pd_raw,pd_calibrated,stage,ecl_horizon_m,pd_lifetime,pd_for_ecl,ecl
UKSME-100097,2023-12-09,Technology,North West,13.9,455470.0,2,0.2092,0.88,16.21,90720.0,48,0,0.0,633,0,0,0.764,87248.0,5.25,4.3,0.6,0.04417893264316961,0.04469528706791727,Stage 1,12,0.044695287067917255,0.04469528706791727,3415.7386112389904
UKSME-100098,2022-11-04,Hospitality,North East,7.6,853582.0,6,0.1578,5.02,2.85,44279.0,60,1,0.403,601,0,0,0.317,36360.0,5.25,4.3,0.6,0.21178504991029842,0.21426035071712976,Stage 2,60,0.7005024022006598,0.7005024022006598,9202.54018323976
UKSME-100099,2022-04-04,Transport,Yorkshire,12.5,5904565.0,74,0.0651,2.26,6.32,40768.0,24,1,0.43,702,5,0,0.405,39093.0,5.25,4.3,0.6,0.1267409543271164,0.12822227695417324,Stage 1,12,0.1282222769541732,0.12822227695417324,2327.5100587876077
UKSME-100100,2022-01-16,Construction,Yorkshire,2.4,189180.0,1,0.0202,0.49,3.83,41521.0,60,1,0.67,699,0,0,0.342,38600.0,5.25,4.3,0.6,0.16163115496638944,0.16352026719818694,Stage 2,60,0.5904781163090662,0.5904781163090662,8936.990096390566
UKSME-100101,2022-03-22,Transport,West Midlands,18.3,707786.0,6,0.0988,4.32,3.31,32148.0,120,1,0.599,753,0,0,0.225,27439.0,5.25,4.3,0.6,0.14779445376365039,0.14952184543176536,Stage 1,12,0.1495218454317654,0.14952184543176536,1058.35046616309
UKSME-100102,2022-02-10,Professional Services,London,14.0,551162.0,3,0.1217,4.04,3.54,172997.0,12,1,0.509,592,0,0,0.367,141537.0,5.25,4.3,0.6,0.16686902009232205,0.16881935143178453,Stage 2,12,0.1688193514317845,0.1688193514317845,10053.848506580329
UKSME-100103,2023-04-15,Real Estate,West Midlands,3.7,92210.0,1,0.0996,5.2,2.75,78720.0,48,0,0.0,673,5,0,0.657,71225.0,5.25,4.3,0.6,0.22530288885829428,0.2279361834312992,Stage 2,48,0.6446856092569504,0.6446856092569504,34587.55497904879
UKSME-100104,2023-10-28,Wholesale,London,6.0,759192.0,8,0.0378,16.2,0.88,76533.0,72,1,0.681,884,0,0,0.25,68745.0,5.25,4.3,0.6,0.1726593282742337,0.17467733556400786,Stage 2,60,0.6170704707685679,0.6170704707685679,12158.778539159382
UKSME-100105,2023-06-21,Manufacturing,West Midlands,7.0,503599.0,6,0.0888,5.09,2.81,76772.0,48,1,0.13,713,0,1,0.253,69288.0,5.25,4.3,0.6,0.16811191694836505,0.17007677501477014,Stage 3,48,0.525592361459059,0.525592361459059,10563.34953903321
UKSME-100106,2021-02-12,Wholesale,London,21.2,3762665.0,49,0.0872,7.43,1.92,83600.0,120,1,0.589,637,0,0,0.265,69005.0,5.25,4.3,0.6,0.19102791887638043,0.19326061453607074,Stage 2,60,0.6582832243751859,0.6582832243751859,13801.086596978055
UKSME-100107,2023-02-24,Retail,West Midlands,7.0,512927.0,3,0.0696,6.38,2.24,141083.0,72,1,0.421,785,0,0,0.355,106798.0,5.25,4.3,0.6,0.18233147189052623,0.18446252523764647,Stage 2,60,0.6392389763935393,0.6392389763935393,27786.175810588535
UKSME-100108,2022-08-21,Wholesale,North West,7.4,311413.0,2,0.0404,11.53,1.24,18408.0,72,0,0.0,769,0,0,0.72,13942.0,5.25,4.3,0.6,0.21744766045294134,0.21998914470591732,Stage 2,60,0.7112624721748741,0.7112624721748741,8091.45634816417
UKSME-100109,2021-06-13,Professional Services,Scotland,2.8,425719.0,3,0.0588,4.39,3.25,141366.0,72,0,0.0,599,5,1,0.817,113122.0,5.25,4.3,0.6,0.22900967633283675,0.23168629508774394,Stage 3,60,0.7322725507852472,0.7322725507852472,75878.47499768587
UKSME-100110,2022-02-01,Healthcare,North West,11.7,1182709.0,15,0.1195,2.65,5.39,151454.0,72,1,0.522,626,0,0,0.231,142276.0,5.25,4.3,0.6,0.1275721576520708,0.1290631952153886,Stage 1,12,0.12906319521538856,0.1290631952153886,4863.177246719875
UKSME-100111,2023-05-06,Retail,London,5.6,905825.0,5,0.1656,2.81,5.09,8180.0,48,0,0.0,692,65,0,0.693,7441.0,5.25,4.3,0.6,0.36192141758878116,0.3661514818796577,Stage 2,48,0.8385857333631521,0.8385857333631521,4623.696380076636
UKSME-100112,2022-06-24,Hospitality,Yorkshire,3.7,139178.0,1,0.0924,2.23,6.4,75117.0,84,0,0.0,598,0,0,0.87,71697.0,5.25,4.3,0.6,0.17749820320693538,0.17957276628773514,Stage 2,60,0.6282933415813683,0.6282933415813683,44213.60811243777
UKSME-100113,2023-08-04,Real Estate,South West,7.5,865324.0,7,0.0815,5.98,2.39,68476.0,24,1,0.458,684,0,0,0.125,52299.0,5.25,4.3,0.6,0.18234754857459645,0.18447878982274685,Stage 2,24,0.33492515575102855,0.33492515575102855,2510.2976813992896
UKSME-100114,2023-02-22,Construction,London,14.5,395560.0,3,0.1121,0.09,44.34,175753.0,36,1,0.688,709,0,0,0.491,135730.0,5.25,4.3,0.6,0.0011589845802259763,0.0011725305574691932,Stage 1,12,0.0011725305574692424,0.0011725305574691932,89.58918174553958
UKSME-100115,2021-05-02,Retail,East Midlands,10.6,1319137.0,7,0.1503,1.25,11.46,218024.0,60,0,0.0,666,0,0,0.894,174401.0,5.25,4.3,0.6,0.0899433674392047,0.09099460731702275,Stage 1,12,0.09099460731702269,0.09099460731702275,15847.031618521407
UKSME-100116,2022-06-18,Wholesale,North West,23.4,1369849.0,9,0.0282,12.11,1.18,30443.0,72,0,0.0,545,0,0,0.602,26556.0,5.25,4.3,0.6,0.25384167389501644,0.2568085240124628,Stage 2,60,0.7732728131783109,0.7732728131783109,13591.640465457702
UKSME-100117,2022-02-17,Wholesale,West Midlands,9.7,383871.0,3,0.1124,0.97,14.73,125114.0,84,1,0.789,706,0,0,0.381,118297.0,5.25,4.3,0.6,0.0452871418142876,0.04581644876357165,Stage 1,12,0.045816448763571604,0.04581644876357165,2367.5229074722843
UKSME-100118,2021-10-29,Real Estate,West Midlands,7.6,558994.0,3,0.0334,9.68,1.48,74104.0,72,1,0.509,732,35,0,0.316,65981.0,5.25,4.3,0.6,0.2890335989886671,0.29241176520522033,Stage 2,60,0.8226206676066916,0.8226206676066916,18458.388973116635
UKSME-100119,2023-10-12,Real Estate,Yorkshire,10.1,24667.0,1,0.1726,2.74,4.26,48420.0,60,1,0.586,649,0,0,0.388,42644.0,5.25,4.3,0.6,0.15306475319517185,0.15485374305655217,Stage 2,60,0.5688192517550997,0.5688192517550997,10790.411473419641
UKSME-100120,2022-05-31,Retail,East Midlands,6.5,545000.0,5,0.1182,2.55,5.61,80801.0,48,0,0.0,653,0,0,0.43,64671.0,5.25,4.3,0.6,0.17169830485839993,0.17370507990096115,Stage 2,48,0.5338342830260367,0.5338342830260367,17019.960662380785
UKSME-100121,2024-02-07,Hospitality,London,9.1,1077032.0,9,0.1784,2.37,6.04,43427.0,36,1,0.789,736,0,1,0.28,33291.0,5.25,4.3,0.6,0.12195402183031083,0.12337939575902182,Stage 3,36,0.3263489011876882,0.3263489011876882,3487.715777115414
UKSME-100122,2022-10-22,Retail,East of England,6.8,1313005.0,8,0.1719,0.06,225.73,23671.0,48,1,0.713,635,0,0,0.127,19962.0,5.25,4.3,0.6,2.573846774188747e-13,0.001,Stage 1,12,0.0010000000000000009,0.001,2.906576991
UKSME-100123,2022-07-01,Hospitality,Scotland,14.0,1732299.0,14,0.068,1.88,7.61,69809.0,24,0,0.0,436,0,0,0.609,53542.0,5.25,4.3,0.6,0.17440447862029793,0.17644288287417076,Stage 2,24,0.32175367483139317,0.32175367483139317,12028.444182713907
UKSME-100124,2022-11-17,Wholesale,London,7.8,1520942.0,10,0.0656,5.03,2.84,60882.0,36,1,0.609,716,0,0,0.05,52166.0,5.25,4.3,0.6,0.1694483009908297,0.17142877844349433,Stage 2,36,0.4311607762203662,0.4311607762203662,1289.3500622237639
UKSME-100125,2021-07-24,Wholesale,East of England,5.1,577927.0,7,0.1632,4.64,3.08,22418.0,72,1,0.453,749,0,0,0.192,17647.0,5.25,4.3,0.6,0.16389861485556192,0.1658142286997041,Stage 2,60,0.5960627643237502,0.5960627643237502,2315.464708553727
UKSME-100126,2021-07-18,Technology,West Midlands,4.4,1683012.0,12,0.1333,3.24,4.41,72822.0,24,0,0.0,651,0,0,0.782,61116.0,5.25,4.3,0.6,0.17317045499082478,0.1751944362262316,Stage 2,24,0.3196957819678362,0.3196957819678362,17517.520750960917
UKSME-100127,2022-03-21,Professional Services,East Midlands,3.8,615732.0,6,0.0675,5.78,2.47,205618.0,48,1,0.727,754,0,0,0.408,190268.0,5.25,4.3,0.6,0.16475195949993254,0.16667754706359653,Stage 2,48,0.5177720991909929,0.5177720991909929,46082.774582548715
UKSME-100128,2023-08-24,Wholesale,West Midlands,12.3,610037.0,7,0.0325,14.75,0.97,317867.0,36,0,0.0,666,0,1,0.568,292868.0,5.25,4.3,0.6,0.2571594476316222,0.26016507521712207,Stage 3,36,0.5950471250765698,0.5950471250765698,113486.88548435057
UKSME-100129,2021-08-31,Healthcare,Wales,5.5,1910212.0,21,0.1697,1.16,12.35,19900.0,84,0,0.0,709,5,0,0.894,18018.0,5.25,4.3,0.6,0.06701423119185135,0.06779747996511759,Stage 1,12,0.06779747996511754,0.06779747996511759,1219.8415790949866
UKSME-100130,2023-11-16,Real Estate,West Midlands,24.5,9073446.0,84,0.0543,0.86,16.59,45864.0,48,1,0.867,670,0,0,0.339,43460.0,5.25,4.3,0.6,0.031204238354079428,0.0315689471775168,Stage 1,12,0.03156894717751679,0.0315689471775168,533.2410534077497
UKSME-100131,2022-05-23,Healthcare,London,4.5,7730063.0,48,0.1648,3.05,4.68,61535.0,48,1,0.827,754,0,0,0.147,61383.0,5.25,4.3,0.6,0.11687610792667559,0.1182421322252403,Stage 1,12,0.11824213222524027,0.1182421322252403,1223.240232217839
UKSME-100132,2021-10-10,Hospitality,South West,6.8,631584.0,3,0.0427,10.18,1.4,468023.0,24,0,0.0,580,0,1,0.589,402855.0,5.25,4.3,0.6,0.30601578415418657,0.3095924347144637,Stage 3,24,0.5233373937964978,0.5233373937964978,142370.4570913214
UKSME-100133,2022-07-29,Transport,Wales,3.8,941174.0,8,0.0483,8.75,1.63,42486.0,12,0,0.0,706,0,0,0.454,35442.0,5.25,4.3,0.6,0.23452361570785432,0.2372646802703838,Stage 2,12,0.23726468027038383,0.23726468027038383,4377.047162916182
UKSME-100134,2021-09-22,Professional Services,Wales,9.7,4194804.0,40,0.179,1.82,7.84,10833.0,48,0,0.0,650,0,0,0.416,9705.0,5.25,4.3,0.6,0.11405528521309516,0.1153883403066012,Stage 1,12,0.11538834030660117,0.1153883403066012,534.1028017010545
UKSME-100135,2021-06-05,Healthcare,South East,5.7,626698.0,5,0.1458,4.12,3.46,18646.0,72,1,0.874,705,0,1,0.339,17480.0,5.25,4.3,0.6,0.14000991292798545,0.14164632045808173,Stage 3,60,0.5340585295154443,0.5340585295154443,3628.3071213649764
UKSME-100136,2023-07-25,Construction,South West,9.5,356666.0,2,0.1302,2.34,6.1,42841.0,84,1,0.543,653,0,0,0.354,35744.0,5.25,4.3,0.6,0.1298244025757982,0.13134176392202343,Stage 1,12,0.13134176392202346,0.13134176392202343,1905.3875233879567
UKSME-100137,2022-04-05,Professional Services,East Midlands,13.3,512191.0,3,0.1516,2.77,5.16,17947.0,36,1,0.393,679,0,0,0.369,14156.0,5.25,4.3,0.6,0.12332508457782107,0.12476648321047866,Stage 1,12,0.12476648321047867,0.12476648321047866,747.2035266352229
UKSME-100138,2022-02-28,Manufacturing,London,4.0,771393.0,4,0.1253,3.61,3.95,57896.0,72,0,0.0,615,0,0,0.538,55856.0,5.25,4.3,0.6,0.194580816128805,0.19685503733262244,Stage 2,60,0.6658282761404131,0.6658282761404131,22939.735224257875
UKSME-100139,2022-02-02,Hospitality,North East,16.8,151717.0,1,0.1317,3.65,3.91,289222.0,24,0,0.0,637,0,0,0.46,261841.0,5.25,4.3,0.6,0.20307667165363316,0.20545019069761558,Stage 2,24,0.36869060053754454,0.36869060053754454,50913.34223018887
UKSME-100140,2022-11-26,Technology,South East,14.2,565060.0,4,0.1477,3.52,4.05,39495.0,60,0,0.0,631,0,0,0.837,29895.0,5.25,4.3,0.6,0.17107690210154167,0.1730764143144269,Stage 2,60,0.6133420930329154,0.6133420930329154,17566.223237105525
UKSME-100141,2023-11-25,Professional Services,London,5.1,1212918.0,9,0.1601,0.06,194.14,39374.0,48,0,0.0,769,0,0,0.375,38721.0,5.25,4.3,0.6,1.1062309824469509e-11,0.001,Stage 1,12,0.0010000000000000009,0.001,16.6476099375
UKSME-100142,2022-05-20,Technology,Scotland,10.1,1069794.0,13,0.0039,76.94,0.19,8413.0,60,0,0.0,814,0,0,0.734,7333.0,5.25,4.3,0.6,0.21661312174257388,0.21914485207597914,Stage 2,60,0.7096964216842421,0.7096964216842421,4332.575228160216
UKSME-100143,2021-08-02,Transport,East of England,12.8,607102.0,8,-0.0325,160.36,-1.76,39215.0,120,1,0.397,677,0,0,0.15,36058.0,5.25,4.3,0.6,0.3101633588258967,0.31378848539963944,Stage 2,60,0.8478436764622724,0.8478436764622724,4885.3583840851825
UKSME-100144,2022-10-15,Manufacturing,South East,17.4,1124928.0,6,0.0709,7.12,2.01,8553.0,36,1,0.391,643,0,0,0.168,7245.0,5.25,4.3,0.6,0.17711196419935882,0.1791820129967968,Stage 2,36,0.44698031007708716,0.44698031007708716,623.7493744056945
UKSME-100145,2021-07-02,Professional Services,South West,14.7,7970914.0,44,0.0964,2.8,5.1,40635.0,48,1,0.8,684,0,0,0.325,39802.0,5.25,4.3,0.6,0.11916528712831291,0.12055806689015132,Stage 1,12,0.12055806689015136,0.12055806689015132,1787.9632623098373
UKSME-100146,2021-04-13,Retail,North West,14.4,1773900.0,10,0.1491,0.73,19.54,124136.0,24,0,0.0,764,0,0,0.478,120662.0,5.25,4.3,0.6,0.02823619773628623,0.028566216701591297,Stage 1,12,0.028566216701591318,0.028566216701591297,1888.9706132614506
UKSME-100147,2022-10-17,Retail,London,5.9,5159757.0,36,0.1139,4.68,3.06,26194.0,24,1,0.651,714,0,0,0.219,23707.0,5.25,4.3,0.6,0.17458354571547774,0.1766240428693233,Stage 2,24,0.3220520332191421,0.3220520332191421,1916.994288543629
UKSME-100148,2021-10-23,Wholesale,North West,3.8,1395324.0,11,0.2141,1.46,9.78,36614.0,84,0,0.0,673,0,0,0.543,34348.0,5.25,4.3,0.6,0.10377187355703515,0.10498473821604166,Stage 1,12,0.1049847382160417,0.10498473821604166,2244.9233259637813
UKSME-100149,2024-02-05,Wholesale,North West,2.5,264871.0,2,0.1551,1.91,7.47,265689.0,72,0,0.0,541,0,1,0.738,213648.0,5.25,4.3,0.6,0.1686550531341716,0.17062625926640812,Stage 3,60,0.6075797555037161,0.6075797555037161,109832.92442421746
UKSME-100150,2024-02-16,Healthcare,South West,5.2,332547.0,3,0.1889,0.68,20.94,60269.0,84,1,0.886,813,0,0,0.113,54276.0,5.25,4.3,0.6,0.01588811887778233,0.016073815996128806,Stage 1,12,0.016073815996128782,0.016073815996128806,113.0262526150792
UKSME-100151,2022-07-30,Retail,London,2.2,3991734.0,22,0.2135,1.21,11.84,70167.0,12,1,0.444,669,0,0,0.095,56800.0,5.25,4.3,0.6,0.07500970862645691,0.07588640692202543,Stage 1,12,0.07588640692202542,0.07588640692202543,469.4723188328072
UKSME-100152,2024-06-11,Wholesale,Scotland,11.3,391595.0,3,0.0734,4.9,2.92,69859.0,48,1,0.178,589,95,1,0.38,61225.0,5.25,4.3,0.6,0.5218872249437875,0.527986937220577,Stage 3,48,0.9503617946993679,0.9503617946993679,22711.37202105235
UKSME-100153,2021-03-18,Real Estate,Wales,3.8,1415260.0,8,0.258,0.04,365.1,45953.0,72,1,0.528,724,0,0,0.171,41851.0,5.25,4.3,0.6,7.084981576484178e-21,0.001,Stage 1,12,0.0010000000000000009,0.001,8.204951326500002
UKSME-100154,2023-10-01,Professional Services,South West,14.7,1188158.0,13,0.1756,2.36,6.05,52991.0,36,0,0.0,626,0,0,0.841,44361.0,5.25,4.3,0.6,0.13814634242765106,0.1397609689228489,Stage 1,12,0.13976096892284895,0.1397609689228489,5957.34213321343
UKSME-100155,2021-06-14,Technology,East Midlands,16.5,1080853.0,7,0.0949,7.19,1.99,298258.0,48,1,0.528,702,0,1,0.217,247846.0,5.25,4.3,0.6,0.17415434440551106,0.17618982514129827,Stage 3,48,0.5394162552640056,0.5394162552640056,33261.33963156667
UKSME-100156,2023-06-02,Real Estate,North East,11.1,953420.0,5,-0.0064,574.33,-0.15,32365.0,72,1,0.532,510,0,0,0.135,27213.0,5.25,4.3,0.6,0.3882979575242152,0.39283630547633813,Stage 2,60,0.9174857465587939,0.9174857465587939,3500.321099456137
UKSME-100157,2021-03-23,Hospitality,Scotland,43.4,5226603.0,32,0.2017,1.9,7.53,72623.0,24,1,0.401,743,0,0,0.263,64431.0,5.25,4.3,0.6,0.07906056387293481,0.07998460774489888,Stage 1,12,0.0799846077448989,0.07998460774489888,1553.9287387796087
UKSME-100158,2023-04-17,Wholesale,South East,9.8,8476176.0,56,0.0855,2.29,6.25,105487.0,36,1,0.537,755,0,0,0.293,83338.0,5.25,4.3,0.6,0.11171690566575075,0.11302263025229857,Stage 1,12,0.11302263025229853,0.11302263025229857,3164.0997260116173
UKSME-100159,2024-04-01,Real Estate,North West,5.9,2526332.0,16,0.1309,3.77,3.79,106856.0,72,0,0.0,633,0,1,0.685,103432.0,5.25,4.3,0.6,0.19994744032285744,0.20228438554427255,Stage 3,60,0.6769717794827659,0.6769717794827659,54990.810142083385
UKSME-100160,2022-12-04,Manufacturing,Yorkshire,8.5,373225.0,3,0.0595,5.4,2.65,35840.0,72,0,0.0,665,0,0,0.614,28116.0,5.25,4.3,0.6,0.20047877260343155,0.20282192792902237,Stage 2,60,0.6780586799851949,0.6780586799851949,13420.331533315997
UKSME-100161,2023-12-26,Hospitality,West Midlands,8.7,400794.0,2,0.0035,55.68,0.26,36599.0,72,0,0.0,590,0,1,0.552,36357.0,5.25,4.3,0.6,0.31503162939198376,0.31871365532696666,Stage 3,60,0.8532262395409045,0.8532262395409045,18204.055303568017
UKSME-100162,2021-11-17,Wholesale,South West,2.6,1307382.0,13,0.1889,1.35,10.61,125273.0,84,1,0.497,704,0,0,0.233,125184.0,5.25,4.3,0.6,0.0800015604978503,0.08093660254794766,Stage 1,12,0.08093660254794766,0.08093660254794766,2706.598113097106
UKSME-100163,2022-02-16,Construction,South East,18.7,298646.0,2,0.039,5.4,2.64,296971.0,36,0,0.0,713,0,0,0.856,249070.0,5.25,4.3,0.6,0.19495165361996494,0.1972302090973369,Stage 2,36,0.48266356803781996,0.48266356803781996,116796.11951543641
UKSME-100164,2023-09-18,Retail,South West,14.4,2142533.0,15,0.1558,2.49,5.74,164629.0,48,1,0.683,593,5,0,0.21,149608.0,5.25,4.3,0.6,0.15974121097419078,0.16160823392305382,Stage 2,48,0.5059305308336945,0.5059305308336945,18223.804975637748
UKSME-100165,2023-06-30,Manufacturing,North West,8.0,1993446.0,11,0.055,7.6,1.88,78473.0,84,0,0.0,645,0,0,0.446,59931.0,5.25,4.3,0.6,0.22534524922371035,0.2279790388960943,Stage 2,60,0.7257507427661822,0.7257507427661822,21820.982425810853
UKSME-100166,2021-08-23,Transport,South East,9.8,1061515.0,6,0.0367,15.31,0.93,87814.0,60,1,0.599,716,0,0,0.399,77333.0,5.25,4.3,0.6,0.21159531421411487,0.21406839742852388,Stage 2,60,0.700136392640683,0.700136392640683,24627.519016478065
UKSME-100167,2021-08-15,Real Estate,East of England,8.0,3830991.0,23,0.0808,5.87,2.43,26240.0,48,0,0.0,734,0,0,0.454,23118.0,5.25,4.3,0.6,0.1944250596892791,0.19669746044335,Stage 2,48,0.5835944016176342,0.5835944016176342,7022.492570407604
UKSME-100168,2023-02-15,Construction,East of England,3.8,378273.0,2,0.1675,3.94,3.63,36855.0,36,0,0.0,598,0,1,0.65,30486.0,5.25,4.3,0.6,0.21438127335387605,0.21688691829494786,Stage 3,36,0.5197432955123762,0.5197432955123762,11808.011210881847
UKSME-100169,2022-07-19,Wholesale,North West,2.7,183900.0,2,0.032,9.52,1.5,29884.0,48,1,1.084,749,0,0,0.263,22520.0,5.25,4.3,0.6,0.1871203187511924,0.1893073431713559,Stage 2,48,0.5680584752960822,0.5680584752960822,3857.3694583633114
UKSME-100170,2024-04-26,Real Estate,Wales,19.9,537131.0,5,0.0735,3.85,3.71,90083.0,24,1,0.848,590,0,0,0.212,69803.0,5.25,4.3,0.6,0.15873178904574092,0.16058701407536943,Stage 2,24,0.29538583906109606,0.29538583906109606,5011.568598355541
UKSME-100171,2021-02-24,Professional Services,South West,6.2,251949.0,3,0.0119,45.84,0.31,21670.0,120,0,0.0,752,0,1,0.726,19074.0,5.25,4.3,0.6,0.23588100664556208,0.2386379361186918,Stage 3,60,0.7441672330829813,0.7441672330829813,11486.340675719888
UKSME-100172,2022-09-08,Wholesale,London,13.3,434761.0,3,0.0522,6.03,2.37,326219.0,24,0,0.0,688,35,0,0.701,279421.0,5.25,4.3,0.6,0.32287985949936493,0.3266536139596863,Stage 2,24,0.5466046444064487,0.5466046444064487,122750.82993137362
UKSME-100173,2024-01-19,Wholesale,South West,10.1,1429301.0,9,0.0403,3.17,4.51,91295.0,72,0,0.0,813,0,0,0.627,87245.0,5.25,4.3,0.6,0.14620703617817976,0.1479158744307833,Stage 1,12,0.14791587443078336,0.1479158744307833,9276.773053121991
UKSME-100174,2024-01-31,Retail,Scotland,4.0,2917005.0,19,0.0954,1.38,10.31,63561.0,120,1,0.651,547,0,0,0.314,62070.0,5.25,4.3,0.6,0.1055097269849395,0.10674290332314182,Stage 1,12,0.10674290332314185,0.10674290332314182,2385.1981488682777
UKSME-100175,2022-08-21,Professional Services,East Midlands,10.4,5527097.0,45,0.1652,2.34,6.11,172526.0,60,1,0.642,699,0,1,0.171,158425.0,5.25,4.3,0.6,0.11377491377167061,0.11510469194050484,Stage 3,60,0.4574253963364676,0.4574253963364676,14207.38529161091
UKSME-100176,2022-08-03,Wholesale,London,9.8,1037949.0,10,0.1199,6.3,2.27,21443.0,24,0,0.0,721,0,0,0.669,18992.0,5.25,4.3,0.6,0.20146957094947018,0.20382430652563296,Stage 2,24,0.3661042651206108,0.3661042651206108,5333.050140775608
UKSME-100177,2022-05-10,Healthcare,East of England,8.8,5047760.0,28,0.0868,5.33,2.68,106461.0,60,0,0.0,658,0,0,0.568,101861.0,5.25,4.3,0.6,0.1902431726931297,0.1924666963982303,Stage 2,60,0.6565984817935606,0.6565984817935606,43554.216384963234
UKSME-100178,2023-05-22,Professional Services,South East,18.5,587102.0,5,0.116,2.98,4.79,47197.0,60,1,0.514,573,15,0,0.24,38373.0,5.25,4.3,0.6,0.1732086707958309,0.17523309868983333,Stage 2,60,0.6183580380166539,0.6183580380166539,6529.066093502442
UKSME-100179,2022-08-24,Hospitality,West Midlands,5.4,4211942.0,27,-0.012,2322.9,-0.31,39491.0,60,1,0.792,569,0,1,0.339,37624.0,5.25,4.3,0.6,0.7599792661223562,0.7688617499964755,Stage 3,60,0.9993402808297306,0.9993402808297306,12895.226309928106
UKSME-100180,2021-11-11,Manufacturing,London,13.7,1245807.0,12,0.0886,4.19,3.41,123744.0,48,0,0.0,819,0,0,0.482,105016.0,5.25,4.3,0.6,0.14854116950833662,0.15027728863897116,Stage 2,48,0.4786745763003476,0.4786745763003476,27779.020680169848
UKSME-100181,2021-11-23,Transport,Scotland,9.3,4696286.0,29,0.0679,5.48,2.6,177165.0,36,1,0.784,553,0,0,0.17,137885.0,5.25,4.3,0.6,0.21824401268087562,0.220794804537543,Stage 2,36,0.526897199532661,0.526897199532661,14160.086103790421
UKSME-100182,2021-09-28,Real Estate,South West,8.0,3070526.0,19,0.0608,9.74,1.47,77409.0,48,1,0.886,710,0,0,0.05,72958.0,5.25,4.3,0.6,0.18920006733536116,0.19141139943612145,Stage 2,48,0.5725252593188586,0.5725252593188586,2394.4823253625113
UKSME-100183,2023-04-05,Professional Services,North West,7.7,813511.0,5,0.0669,3.49,4.09,43078.0,12,1,0.543,621,0,1,0.266,35115.0,5.25,4.3,0.6,0.15434256763622575,0.1561464923342164,Stage 3,12,0.1561464923342164,0.1561464923342164,1672.170668279955
UKSME-100184,2021-11-02,Manufacturing,Yorkshire,4.5,356512.0,3,0.1423,1.4,10.18,25476.0,48,1,0.676,700,0,0,0.304,22250.0,5.25,4.3,0.6,0.07355555731293163,0.07441525978220766,Stage 1,12,0.07441525978220764,0.07441525978220766,577.0848328817965
UKSME-100185,2023-02-24,Healthcare,West Midlands,1.9,3131875.0,20,0.0401,8.89,1.61,30929.0,48,1,0.845,781,0,1,0.244,28013.0,5.25,4.3,0.6,0.1591783651383463,0.16103880965897666,Stage 3,48,0.5045869017401232,0.5045869017401232,3954.2077177737747
