loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy
UKSME-100157,2021-03-23,Hospitality,Scotland,43.4,5226603.0,32,0.2017,1.9,7.53,72623.0,24,1,0.401,743,0,0,0.263,64431.0,5.25,4.3,0.6
UKSME-100158,2023-04-17,Wholesale,South East,9.8,8476176.0,56,0.0855,2.29,6.25,105487.0,36,1,0.537,755,0,0,0.293,83338.0,5.25,4.3,0.6
UKSME-100159,2024-04-01,Real Estate,North West,5.9,2526332.0,16,0.1309,3.77,3.79,106856.0,72,0,,633,0,1,0.685,103432.0,5.25,4.3,0.6
UKSME-100160,2022-12-04,Manufacturing,Yorkshire,8.5,373225.0,3,0.0595,5.4,2.65,35840.0,72,0,,665,0,0,0.614,28116.0,5.25,4.3,0.6
UKSME-100161,2023-12-26,Hospitality,West Midlands,8.7,400794.0,2,0.0035,55.68,0.26,36599.0,72,0,,590,0,1,0.552,36357.0,5.25,4.3,0.6
UKSME-100162,2021-11-17,Wholesale,South West,2.6,1307382.0,13,0.1889,1.35,10.61,125273.0,84,1,0.497,704,0,0,0.233,125184.0,5.25,4.3,0.6
UKSME-100163,2022-02-16,Construction,South East,18.7,298646.0,2,0.039,5.4,2.64,296971.0,36,0,,713,0,0,0.856,249070.0,5.25,4.3,0.6
UKSME-100164,2023-09-18,Retail,South West,14.4,2142533.0,15,0.1558,2.49,5.74,164629.0,48,1,0.683,593,5,0,0.21,149608.0,5.25,4.3,0.6
UKSME-100165,2023-06-30,Manufacturing,North West,8.0,1993446.0,11,0.055,7.6,1.88,78473.0,84,0,,645,0,0,0.446,59931.0,5.25,4.3,0.6
UKSME-100166,2021-08-23,Transport,South East,9.8,1061515.0,6,0.0367,15.31,0.93,87814.0,60,1,0.599,716,0,0,0.399,77333.0,5.25,4.3,0.6
UKSME-100167,2021-08-15,Real Estate,East of England,8.0,3830991.0,23,0.0808,5.87,2.43,26240.0,48,0,,734,0,0,0.454,23118.0,5.25,4.3,0.6
UKSME-100168,2023-02-15,Construction,East of England,3.8,378273.0,2,0.1675,3.94,3.63,36855.0,36,0,,598,0,1,0.65,30486.0,5.25,4.3,0.6
UKSME-100169,2022-07-19,Wholesale,North West,2.7,183900.0,2,0.032,9.52,1.5,29884.0,48,1,1.084,749,0,0,0.263,22520.0,5.25,4.3,0.6
UKSME-100170,2024-04-26,Real Estate,Wales,19.9,537131.0,5,0.0735,3.85,3.71,90083.0,24,1,0.848,590,0,0,0.212,69803.0,5.25,4.3,0.6
UKSME-100171,2021-02-24,Professional Services,South West,6.2,251949.0,3,0.0119,45.84,0.31,21670.0,120,0,,752,0,1,0.726,19074.0,5.25,4.3,0.6
UKSME-100172,2022-09-08,Wholesale,London,13.3,434761.0,3,0.0522,6.03,2.37,326219.0,24,0,,688,35,0,0.701,279421.0,5.25,4.3,0.6
UKSME-100173,2024-01-19,Wholesale,South West,10.1,1429301.0,9,0.0403,3.17,4.51,91295.0,72,0,,813,0,0,0.627,87245.0,5.25,4.3,0.6
UKSME-100174,2024-01-31,Retail,Scotland,4.0,2917005.0,19,0.0954,1.38,10.31,63561.0,120,1,0.651,547,0,0,0.314,62070.0,5.25,4.3,0.6
UKSME-100175,2022-08-21,Professional Services,East Midlands,10.4,5527097.0,45,0.1652,2.34,6.11,172526.0,60,1,0.642,699,0,1,0.171,158425.0,5.25,4.3,0.6
UKSME-100176,2022-08-03,Wholesale,London,9.8,1037949.0,10,0.1199,6.3,2.27,21443.0,24,0,,721,0,0,0.669,18992.0,5.25,4.3,0.6
UKSME-100177,2022-05-10,Healthcare,East of England,8.8,5047760.0,28,0.0868,5.33,2.68,106461.0,60,0,,658,0,0,0.568,101861.0,5.25,4.3,0.6
UKSME-100178,2023-05-22,Professional Services,South East,18.5,587102.0,5,0.116,2.98,4.79,47197.0,60,1,0.514,573,15,0,0.24,38373.0,5.25,4.3,0.6
UKSME-100179,2022-08-24,Hospitality,West Midlands,5.4,4211942.0,27,-0.012,2322.9,-0.31,39491.0,60,1,0.792,569,0,1,0.339,37624.0,5.25,4.3,0.6
UKSME-100180,2021-11-11,Manufacturing,London,13.7,1245807.0,12,0.0886,4.19,3.41,123744.0,48,0,,819,0,0,0.482,105016.0,5.25,4.3,0.6
UKSME-100181,2021-11-23,Transport,Scotland,9.3,4696286.0,29,0.0679,5.48,2.6,177165.0,36,1,0.784,553,0,0,0.17,137885.0,5.25,4.3,0.6
UKSME-100182,2021-09-28,Real Estate,South West,8.0,3070526.0,19,0.0608,9.74,1.47,77409.0,48,1,0.886,710,0,0,0.05,72958.0,5.25,4.3,0.6
UKSME-100183,2023-04-05,Professional Services,North West,7.7,813511.0,5,0.0669,3.49,4.09,43078.0,12,1,0.543,621,0,1,0.266,35115.0,5.25,4.3,0.6
UKSME-100184,2021-11-02,Manufacturing,Yorkshire,4.5,356512.0,3,0.1423,1.4,10.18,25476.0,48,1,0.676,700,0,0,0.304,22250.0,5.25,4.3,0.6
UKSME-100185,2023-02-24,Healthcare,West Midlands,1.9,3131875.0,20,0.0401,8.89,1.61,30929.0,48,1,0.845,781,0,1,0.244,28013.0,5.25,4.3,0.6
UKSME-100186,2021-06-16,Retail,London,6.4,2775834.0,36,0.0779,3.31,4.31,31324.0,24,0,,714,0,0,0.662,29224.0,5.25,4.3,0.6
UKSME-100187,2023-08-21,Transport,West Midlands,18.7,23730.0,1,0.1154,2.47,2.74,192501.0,24,0,,713,0,0,0.697,168115.0,5.25,4.3,0.6
UKSME-100188,2024-04-06,Wholesale,West Midlands,8.7,476225.0,2,0.1295,1.89,7.56,10530.0,24,0,,774,0,0,0.824,9118.0,5.25,4.3,0.6
UKSME-100189,2023-11-12,Manufacturing,East Midlands,16.5,1940986.0,13,0.1727,2.33,6.13,52452.0,48,1,0.676,607,0,0,0.104,46874.0,5.25,4.3,0.6
UKSME-100190,2023-04-26,Retail,East of England,2.9,441795.0,5,0.0233,25.63,0.56,25725.0,24,1,0.68,674,0,1,0.162,24863.0,5.25,4.3,0.6
UKSME-100191,2021-08-03,Transport,East Midlands,21.1,571341.0,5,0.0696,0.23,39.75,22126.0,120,1,0.664,805,0,0,0.276,21861.0,5.25,4.3,0.6
UKSME-100192,2024-05-12,Real Estate,South East,5.5,1513073.0,9,0.2472,2.06,6.92,488837.0,60,1,0.437,708,15,0,0.348,445330.0,5.25,4.3,0.6
UKSME-100193,2023-08-08,Manufacturing,South East,6.5,7707695.0,58,0.1825,2.97,4.82,181115.0,48,0,,529,0,0,0.635,146637.0,5.25,4.3,0.6
UKSME-100194,2021-09-15,Manufacturing,South East,7.5,1335041.0,9,0.0481,14.32,1.0,76069.0,36,1,0.604,681,0,0,0.124,73200.0,5.25,4.3,0.6
UKSME-100195,2021-09-19,Healthcare,Yorkshire,11.9,380473.0,2,0.0915,3.54,4.04,153805.0,36,1,0.965,812,0,0,0.051,135313.0,5.25,4.3,0.6
UKSME-100196,2021-02-08,Healthcare,Yorkshire,10.5,760819.0,10,0.053,4.0,3.57,32062.0,24,1,0.5,756,0,0,0.392,32008.0,5.25,4.3,0.6
UKSME-100197,2022-10-01,Construction,South West,20.7,1070408.0,11,0.1446,4.38,3.26,135024.0,60,1,0.617,619,15,0,0.186,108058.0,5.25,4.3,0.6
UKSME-100198,2021-10-22,Wholesale,North West,4.8,215529.0,1,0.0861,7.44,1.92,21922.0,60,1,0.775,846,15,0,0.402,17437.0,5.25,4.3,0.6
UKSME-100199,2022-05-27,Construction,North West,4.9,460733.0,3,0.1002,2.51,5.7,268141.0,60,1,0.6,646,0,0,0.434,267623.0,5.25,4.3,0.6
UKSME-100200,2021-08-30,Healthcare,Scotland,9.5,1180444.0,14,0.0395,3.2,4.46,79989.0,48,1,0.351,785,0,0,0.321,77545.0,5.25,4.3,0.6
UKSME-100201,2022-07-21,Transport,South East,6.2,279263.0,2,0.0182,16.71,0.86,33987.0,60,1,0.716,658,0,1,0.172,33974.0,5.25,4.3,0.6
UKSME-100202,2022-02-18,Retail,South West,27.3,283799.0,1,0.1333,1.25,11.46,50230.0,36,1,0.597,756,0,0,0.148,43917.0,5.25,4.3,0.6
UKSME-100203,2022-12-22,Wholesale,West Midlands,15.3,1848470.0,22,0.1209,4.75,3.01,380991.0,24,1,0.488,646,0,0,0.155,374928.0,5.25,4.3,0.6
UKSME-100204,2022-02-16,Hospitality,South West,10.3,1026902.0,6,0.1229,4.14,3.45,279505.0,36,1,0.557,844,0,0,0.315,271848.0,5.25,4.3,0.6
UKSME-100205,2023-07-14,Retail,West Midlands,19.6,995688.0,12,0.1239,4.04,3.54,198374.0,72,0,,720,5,0,0.845,183132.0,5.25,4.3,0.6
UKSME-100206,2022-02-20,Hospitality,West Midlands,19.1,1446697.0,9,0.1346,2.27,6.3,315818.0,84,1,0.58,612,0,0,0.433,239417.0,5.25,4.3,0.6
UKSME-100207,2022-03-05,Hospitality,North West,6.9,973318.0,6,0.0197,16.87,0.85,132892.0,48,0,,703,0,0,0.588,125690.0,5.25,4.3,0.6
UKSME-100208,2021-08-09,Wholesale,East of England,1.6,1946771.0,17,0.0625,5.01,2.85,42435.0,60,0,,510,0,1,0.64,37586.0,5.25,4.3,0.6
UKSME-100209,2022-07-15,Construction,Yorkshire,20.3,213677.0,2,0.1062,2.2,6.48,266170.0,48,1,0.252,759,0,0,0.229,206838.0,5.25,4.3,0.6
UKSME-100210,2022-07-25,Hospitality,East Midlands,14.1,1162353.0,7,0.0929,4.19,3.41,96778.0,60,0,,681,0,0,0.746,81378.0,5.25,4.3,0.6
UKSME-100211,2021-09-24,Healthcare,South East,15.5,492208.0,5,0.0395,6.98,2.05,20640.0,84,1,0.487,823,0,0,0.164,15862.0,5.25,4.3,0.6
UKSME-100212,2022-01-19,Construction,Scotland,22.2,14101206.0,92,0.1096,0.4,35.78,64124.0,36,0,,772,0,0,0.515,51797.0,5.25,4.3,0.6
UKSME-100213,2023-09-02,Healthcare,Yorkshire,7.8,4152194.0,26,0.1444,3.56,4.02,50535.0,48,1,0.559,776,0,0,0.256,47314.0,5.25,4.3,0.6
UKSME-100214,2023-06-21,Technology,North East,7.5,1061072.0,7,0.0141,51.63,0.28,38147.0,24,0,,743,35,1,0.57,29479.0,5.25,4.3,0.6
UKSME-100215,2023-08-15,Manufacturing,Scotland,15.1,1476907.0,8,0.1189,1.23,11.59,58708.0,12,1,0.71,804,0,0,0.193,50911.0,5.25,4.3,0.6
UKSME-100216,2021-06-15,Professional Services,South East,3.9,3350756.0,26,-0.0051,149.06,-1.63,40164.0,60,0,,685,0,0,0.661,32163.0,5.25,4.3,0.6
UKSME-100217,2021-07-30,Real Estate,South East,6.9,2825278.0,20,0.0693,11.46,1.25,55774.0,84,1,0.123,681,35,0,0.366,42286.0,5.25,4.3,0.6
UKSME-100218,2022-11-25,Construction,South West,13.6,8527834.0,58,0.1002,0.87,16.33,159671.0,36,0,,572,0,0,0.632,151198.0,5.25,4.3,0.6
UKSME-100219,2022-12-22,Wholesale,West Midlands,11.1,1750456.0,11,0.1799,2.41,5.93,110964.0,120,1,0.195,663,0,0,0.291,94493.0,5.25,4.3,0.6
UKSME-100220,2023-05-26,Professional Services,North West,6.2,834075.0,7,0.1117,1.78,8.05,26435.0,84,0,,748,0,0,0.803,20457.0,5.25,4.3,0.6
UKSME-100221,2024-01-02,Professional Services,North West,10.2,2427514.0,20,0.069,4.5,3.17,60762.0,24,1,0.516,684,0,0,0.318,48968.0,5.25,4.3,0.6
UKSME-100222,2023-02-22,Healthcare,London,2.4,919936.0,9,0.1288,1.77,8.09,188472.0,36,1,0.581,655,0,0,0.228,162153.0,5.25,4.3,0.6
UKSME-100223,2024-01-15,Manufacturing,South East,9.9,1349713.0,7,0.0707,4.16,3.43,118173.0,60,1,0.803,810,0,1,0.364,99599.0,5.25,4.3,0.6
UKSME-100224,2024-02-10,Technology,East Midlands,8.0,825041.0,4,0.1622,4.06,3.51,37264.0,36,1,0.553,608,0,0,0.337,34980.0,5.25,4.3,0.6
UKSME-100225,2021-04-16,Technology,Yorkshire,11.2,118132.0,1,0.0833,6.23,2.29,69982.0,60,1,0.397,795,0,0,0.143,57706.0,5.25,4.3,0.6
UKSME-100226,2023-07-01,Hospitality,North West,8.3,5494058.0,65,0.0836,4.82,2.97,23633.0,60,1,0.428,718,0,0,0.424,18984.0,5.25,4.3,0.6
UKSME-100227,2024-04-25,Real Estate,Yorkshire,10.0,294480.0,2,0.0635,3.81,3.75,44648.0,84,0,,747,0,0,0.72,38559.0,5.25,4.3,0.6
UKSME-100228,2023-06-25,Real Estate,North West,5.1,764076.0,4,0.0681,6.56,2.18,27118.0,36,0,,735,0,0,0.95,20413.0,5.25,4.3,0.6
UKSME-100229,2022-10-01,Wholesale,North West,5.7,1136540.0,11,0.1231,0.14,103.83,41247.0,36,0,,612,35,0,0.686,40407.0,5.25,4.3,0.6
UKSME-100230,2024-02-09,Technology,South East,8.3,2620790.0,17,0.0973,1.1,12.97,418852.0,120,0,,583,0,0,0.692,390897.0,5.25,4.3,0.6
UKSME-100231,2022-08-29,Construction,London,5.6,290395.0,2,0.1013,5.21,2.74,40711.0,12,0,,669,0,0,0.531,35091.0,5.25,4.3,0.6
UKSME-100232,2023-12-04,Wholesale,Northern Ireland,8.4,617442.0,8,0.0658,6.32,2.26,18668.0,36,1,0.785,650,0,0,0.21,18054.0,5.25,4.3,0.6
UKSME-100233,2022-05-21,Retail,South East,18.4,2229182.0,19,0.1068,3.46,4.13,234752.0,72,1,0.615,672,35,1,0.308,181524.0,5.25,4.3,0.6
UKSME-100234,2022-10-30,Technology,Scotland,23.0,3222937.0,31,0.183,3.73,3.83,10149.0,84,1,0.667,851,0,0,0.331,7986.0,5.25,4.3,0.6
UKSME-100235,2021-03-24,Manufacturing,East Midlands,6.1,506673.0,4,0.0862,2.16,6.62,23713.0,72,0,,652,15,0,0.735,20896.0,5.25,4.3,0.6
UKSME-100236,2021-07-03,Real Estate,South East,3.5,1081360.0,11,-0.0795,827.38,-1.48,52311.0,72,0,,750,0,0,0.684,40214.0,5.25,4.3,0.6
UKSME-100237,2024-02-11,Healthcare,Scotland,9.7,1980759.0,17,0.033,16.28,0.88,59107.0,84,0,,792,0,0,0.59,48047.0,5.25,4.3,0.6
UKSME-100238,2021-05-29,Real Estate,Yorkshire,3.6,1267105.0,12,0.2028,0.05,256.92,68750.0,60,1,0.814,689,0,0,0.328,65260.0,5.25,4.3,0.6
UKSME-100239,2022-06-14,Transport,East Midlands,25.3,1253892.0,9,0.1489,1.39,10.28,37859.0,60,1,0.605,699,0,0,0.229,36760.0,5.25,4.3,0.6
UKSME-100240,2021-04-18,Hospitality,East Midlands,10.3,1307370.0,12,0.0255,13.21,1.08,109709.0,36,1,0.673,641,0,0,0.138,102651.0,5.25,4.3,0.6
UKSME-100241,2022-01-20,Technology,Wales,11.9,179506.0,1,0.0944,6.52,2.19,22961.0,72,1,0.399,574,0,1,0.089,18280.0,5.25,4.3,0.6
UKSME-100242,2021-09-26,Technology,North West,1.0,1547016.0,18,0.0888,4.37,3.27,109568.0,48,1,0.202,643,0,0,0.233,99077.0,5.25,4.3,0.6
UKSME-100243,2023-02-24,Construction,Wales,5.1,425700.0,2,0.1046,3.0,4.76,24304.0,60,0,,723,0,0,0.554,21900.0,5.25,4.3,0.6
UKSME-100244,2021-05-25,Technology,East Midlands,21.9,665030.0,5,0.0458,4.55,3.14,111254.0,12,0,,555,0,0,0.945,98467.0,5.25,4.3,0.6
UKSME-100245,2021-08-25,Healthcare,London,5.9,1341560.0,7,0.0474,2.68,5.33,9600.0,36,1,0.531,680,0,0,0.228,7428.0,5.25,4.3,0.6
UKSME-100246,2022-07-26,Professional Services,East of England,5.6,1373046.0,19,0.1452,2.76,5.17,52319.0,48,1,0.705,569,0,0,0.181,42296.0,5.25,4.3,0.6
UKSME-100247,2022-09-16,Healthcare,West Midlands,9.6,2927850.0,19,0.0361,16.32,0.88,38173.0,84,0,,648,0,0,0.535,32123.0,5.25,4.3,0.6
UKSME-100248,2023-01-29,Retail,East of England,9.1,680092.0,4,0.1266,0.94,15.12,38426.0,48,1,0.465,651,0,0,0.257,36646.0,5.25,4.3,0.6
UKSME-100249,2023-10-14,Real Estate,North West,6.8,3241674.0,42,0.066,3.91,3.66,31030.0,24,1,0.456,609,0,0,0.362,26162.0,5.25,4.3,0.6
UKSME-100250,2023-03-21,Construction,Scotland,7.8,957036.0,6,0.0341,5.51,2.59,30526.0,60,1,0.904,673,0,0,0.258,23069.0,5.25,4.3,0.6
UKSME-100251,2022-07-29,Technology,Scotland,5.1,3727573.0,23,0.0839,2.49,5.75,38524.0,72,0,,687,0,0,0.461,30282.0,5.25,4.3,0.6
UKSME-100252,2022-02-04,Professional Services,London,4.4,2484682.0,16,0.1222,2.67,5.36,358989.0,60,0,,646,0,0,0.625,323725.0,5.25,4.3,0.6
UKSME-100253,2021-10-08,Transport,London,5.4,276565.0,1,-0.0051,183.52,-0.11,33740.0,36,0,,725,5,0,0.389,26311.0,5.25,4.3,0.6
UKSME-100254,2023-10-08,Manufacturing,London,6.9,2274876.0,14,0.0312,17.46,0.82,117000.0,48,1,0.51,796,0,0,0.298,102687.0,5.25,4.3,0.6
UKSME-100255,2022-10-11,Construction,London,15.1,7367450.0,72,0.2369,0.96,14.94,18370.0,36,0,,518,5,0,0.659,17716.0,5.25,4.3,0.6
UKSME-100256,2024-02-05,Transport,Scotland,5.3,639427.0,4,-0.0002,244.25,-0.01,33538.0,36,0,,424,0,1,0.839,32047.0,5.25,4.3,0.6
UKSME-100257,2024-02-06,Transport,South East,7.9,719129.0,4,0.141,2.4,5.94,207823.0,60,1,0.422,590,0,1,0.429,177861.0,5.25,4.3,0.6
UKSME-100258,2021-12-02,Construction,London,12.8,2320478.0,21,0.0977,2.94,4.87,71659.0,24,1,0.664,647,0,0,0.111,54366.0,5.25,4.3,0.6
UKSME-100259,2023-07-12,Manufacturing,London,17.5,1724573.0,10,0.0299,13.83,1.03,69468.0,48,0,,674,0,0,0.747,56921.0,5.25,4.3,0.6
UKSME-100260,2021-11-28,Construction,Scotland,9.5,851311.0,5,0.0045,117.38,0.12,102374.0,60,1,0.848,650,15,1,0.216,94468.0,5.25,4.3,0.6
UKSME-100261,2022-12-11,Professional Services,East Midlands,9.5,898307.0,8,-0.0913,366.15,-3.2,148038.0,36,1,0.755,546,0,1,0.215,117419.0,5.25,4.3,0.6
UKSME-100262,2021-09-08,Transport,North West,19.1,1263317.0,8,0.0738,0.14,93.26,35735.0,24,0,,669,0,0,0.555,33513.0,5.25,4.3,0.6
UKSME-100263,2021-05-09,Healthcare,East of England,22.8,347995.0,3,0.1203,1.35,10.58,88873.0,60,0,,619,0,0,0.565,67621.0,5.25,4.3,0.6
UKSME-100264,2024-01-31,Manufacturing,East of England,9.4,815465.0,5,0.0952,0.11,77.6,41287.0,36,0,,746,0,0,0.263,30982.0,5.25,4.3,0.6
UKSME-100265,2021-10-26,Hospitality,East of England,15.3,429637.0,2,0.0986,4.45,3.21,102969.0,48,1,0.618,791,0,0,0.311,89432.0,5.25,4.3,0.6
UKSME-100266,2021-11-24,Retail,Wales,2.2,407432.0,2,0.182,0.42,33.83,63955.0,60,0,,734,0,0,0.757,62914.0,5.25,4.3,0.6
UKSME-100267,2022-08-24,Technology,Scotland,7.3,1962083.0,13,0.1112,1.39,10.29,19811.0,60,0,,757,0,0,0.625,17115.0,5.25,4.3,0.6
UKSME-100268,2023-05-15,Real Estate,London,1.9,1629828.0,9,0.0412,0.24,58.88,39443.0,48,1,0.612,757,0,0,0.386,30033.0,5.25,4.3,0.6
UKSME-100269,2021-09-01,Professional Services,East of England,4.1,83512.0,1,0.0822,3.39,4.22,43797.0,48,1,0.512,666,0,1,0.26,34402.0,5.25,4.3,0.6
UKSME-100270,2022-10-06,Construction,London,13.7,1076118.0,7,0.0591,6.64,2.15,184294.0,36,0,,603,0,0,0.577,171778.0,5.25,4.3,0.6
UKSME-100271,2022-05-23,Real Estate,East of England,9.1,3166754.0,28,0.1101,4.07,3.51,612589.0,36,1,0.392,681,0,1,0.209,465215.0,5.25,4.3,0.6
UKSME-100272,2021-08-10,Construction,East Midlands,2.8,323791.0,2,0.041,0.64,13.28,229124.0,48,1,0.728,711,0,1,0.217,207795.0,5.25,4.3,0.6
UKSME-100273,2024-03-30,Wholesale,London,18.6,3645048.0,50,0.004,79.11,0.18,21591.0,72,0,,652,0,1,0.413,21349.0,5.25,4.3,0.6
UKSME-100274,2024-01-27,Construction,South East,11.7,3977205.0,28,0.1128,3.93,3.63,245635.0,48,0,,850,0,1,0.825,236983.0,5.25,4.3,0.6
UKSME-100275,2023-08-12,Transport,East of England,15.0,1155534.0,7,0.0632,0.65,21.94,82376.0,60,1,0.431,667,0,0,0.24,73183.0,5.25,4.3,0.6
UKSME-100276,2022-09-15,Hospitality,London,6.8,1853407.0,15,0.1633,5.51,2.59,46004.0,84,0,,640,0,0,0.653,36382.0,5.25,4.3,0.6
UKSME-100277,2021-01-01,Wholesale,West Midlands,15.2,146280.0,1,0.1387,3.6,3.97,31857.0,24,0,,726,0,0,0.95,27459.0,5.25,4.3,0.6
UKSME-100278,2024-03-10,Real Estate,London,7.2,567217.0,6,0.0905,2.94,4.85,47878.0,60,0,,797,0,0,0.713,42179.0,5.25,4.3,0.6
UKSME-100279,2021-11-19,Real Estate,London,9.0,1689446.0,20,0.0229,14.98,0.95,82811.0,36,0,,638,0,0,0.742,77387.0,5.25,4.3,0.6
UKSME-100280,2024-03-16,Construction,East Midlands,8.9,1041651.0,9,0.1194,2.83,5.05,114716.0,36,0,,626,0,0,0.453,111533.0,5.25,4.3,0.6
UKSME-100281,2023-06-10,Retail,North West,5.8,9678765.0,70,0.06,6.18,2.31,231838.0,120,1,0.764,718,0,0,0.279,216270.0,5.25,4.3,0.6
UKSME-100282,2021-03-06,Professional Services,Northern Ireland,22.2,3209430.0,21,0.045,10.69,1.34,82381.0,36,1,0.451,744,0,0,0.266,68223.0,5.25,4.3,0.6
UKSME-100283,2022-11-11,Construction,London,7.6,156877.0,1,0.1711,1.09,13.14,22714.0,48,1,0.583,520,15,0,0.142,20763.0,5.25,4.3,0.6
UKSME-100284,2021-02-27,Retail,Yorkshire,5.6,130081.0,1,0.0981,3.7,3.86,52887.0,84,1,0.49,673,0,0,0.086,51551.0,5.25,4.3,0.6
UKSME-100285,2021-12-10,Retail,South West,15.6,1042182.0,14,0.1137,4.97,2.88,89492.0,72,1,0.813,703,0,0,0.439,87585.0,5.25,4.3,0.6
UKSME-100286,2023-05-22,Hospitality,London,9.9,1749461.0,12,-0.0101,1284.23,-0.2,24328.0,24,1,0.663,562,0,1,0.253,20966.0,5.25,4.3,0.6
UKSME-100287,2022-04-24,Technology,East of England,16.6,1913669.0,26,0.2382,0.23,62.89,227137.0,84,0,,787,0,0,0.521,222811.0,5.25,4.3,0.6
UKSME-100288,2021-07-10,Real Estate,North East,10.8,766643.0,8,0.223,1.57,9.1,147845.0,72,1,0.508,573,65,0,0.332,137454.0,5.25,4.3,0.6
UKSME-100289,2024-05-14,Transport,London,6.4,603569.0,7,0.0458,16.05,0.89,28480.0,60,1,0.583,647,0,0,0.282,24583.0,5.25,4.3,0.6
UKSME-100290,2023-08-14,Professional Services,South East,4.6,487914.0,2,0.1805,1.17,12.19,18819.0,24,1,0.442,675,0,0,0.266,15543.0,5.25,4.3,0.6
UKSME-100291,2021-06-22,Manufacturing,West Midlands,6.3,1542412.0,17,0.133,3.13,4.57,83082.0,60,1,1.05,690,0,0,0.312,80821.0,5.25,4.3,0.6
UKSME-100292,2023-06-18,Hospitality,South East,4.6,873134.0,9,0.1568,1.33,10.71,36895.0,60,0,,680,0,0,0.536,35851.0,5.25,4.3,0.6
UKSME-100293,2021-01-01,Technology,North East,17.7,897986.0,10,0.1107,5.38,2.65,125842.0,48,0,,627,0,0,0.639,102469.0,5.25,4.3,0.6
UKSME-100294,2021-01-03,Professional Services,Wales,5.6,1391895.0,9,0.0413,15.29,0.93,101243.0,24,1,0.759,704,0,1,0.122,79611.0,5.25,4.3,0.6
UKSME-100295,2022-12-03,Technology,Yorkshire,9.8,2946643.0,26,0.0562,7.73,1.85,75773.0,48,1,0.701,525,0,0,0.302,68304.0,5.25,4.3,0.6
UKSME-100296,2023-02-04,Transport,West Midlands,5.3,854123.0,6,0.1646,1.95,7.31,9447.0,48,0,,854,5,0,0.336,8535.0,5.25,4.3,0.6
UKSME-100297,2022-09-17,Construction,East Midlands,6.4,464603.0,2,0.1732,2.94,4.86,158381.0,36,1,0.566,758,0,0,0.304,124843.0,5.25,4.3,0.6
UKSME-100298,2021-09-22,Healthcare,South East,1.5,133863.0,1,0.1065,4.85,2.95,164476.0,84,0,,762,0,0,0.232,157258.0,5.25,4.3,0.6
UKSME-100299,2021-02-28,Construction,London,4.0,516835.0,6,0.1197,2.74,5.2,48610.0,72,1,0.993,620,0,0,0.162,43151.0,5.25,4.3,0.6
UKSME-100300,2022-05-14,Construction,North East,8.9,568273.0,3,0.1388,0.07,78.9,165825.0,84,1,0.522,635,0,0,0.118,155025.0,5.25,4.3,0.6
UKSME-100301,2022-11-22,Real Estate,London,13.1,1118118.0,12,0.033,6.5,2.2,66179.0,36,1,0.719,677,0,0,0.263,65851.0,5.25,4.3,0.6
UKSME-100302,2022-09-02,Hospitality,South West,6.2,2846632.0,15,0.1675,0.66,21.72,30169.0,36,1,0.828,658,0,0,0.205,26348.0,5.25,4.3,0.6
UKSME-100303,2023-04-28,Wholesale,London,3.1,994653.0,13,0.1755,2.09,6.82,687292.0,84,0,,659,0,0,0.528,640273.0,5.25,4.3,0.6
UKSME-100304,2021-05-05,Construction,London,21.7,1665670.0,14,0.1611,1.19,12.02,99225.0,48,0,,619,35,0,0.827,90071.0,5.25,4.3,0.6
UKSME-100305,2021-01-27,Transport,South East,5.8,1817613.0,21,0.092,2.94,4.86,93187.0,120,1,0.529,777,0,1,0.288,78972.0,5.25,4.3,0.6
UKSME-100306,2021-06-18,Transport,East Midlands,22.6,1241215.0,8,0.2134,2.28,6.27,86607.0,72,0,,737,0,0,0.693,75242.0,5.25,4.3,0.6
UKSME-100307,2024-04-29,Retail,East of England,14.2,8148011.0,60,0.1964,1.95,7.34,32872.0,48,1,0.761,704,0,0,0.223,28543.0,5.25,4.3,0.6
UKSME-100308,2022-03-23,Real Estate,Yorkshire,1.0,1616629.0,14,0.1425,0.45,31.69,89294.0,48,1,0.593,767,0,0,0.204,68705.0,5.25,4.3,0.6
UKSME-100309,2021-04-27,Technology,South East,25.1,5844288.0,60,-0.0039,1522.62,-0.21,31736.0,60,1,0.842,696,0,0,0.287,27744.0,5.25,4.3,0.6
UKSME-100310,2021-06-04,Real Estate,South West,7.7,2231739.0,13,0.05,0.2,71.48,32817.0,120,1,0.255,668,15,0,0.234,31881.0,5.25,4.3,0.6
UKSME-100311,2022-08-11,Retail,South East,5.9,3183708.0,19,0.1716,1.39,10.26,84430.0,60,0,,723,0,0,0.662,81685.0,5.25,4.3,0.6
UKSME-100312,2024-02-16,Retail,London,5.8,8318456.0,76,0.0319,14.04,1.02,95547.0,36,1,0.942,668,0,1,0.464,72134.0,5.25,4.3,0.6
UKSME-100313,2022-04-04,Manufacturing,West Midlands,22.6,501115.0,2,0.1562,5.14,2.78,135116.0,60,0,,469,0,0,0.633,121707.0,5.25,4.3,0.6
UKSME-100314,2024-01-08,Healthcare,Wales,11.4,325243.0,2,0.0812,9.01,1.59,68508.0,84,1,0.722,687,0,0,0.124,53591.0,5.25,4.3,0.6
